,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link,intersect
99,-6.91821,106.9339017,Teras Warmindo,Kedai Sarapan & Makan Siang,Telepon: 0821-2451-2500 ,"Alamat: Jl. Syamsudin. SH No.50 S.H, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"tadi pesen pisang goreng keju nya, kirain bakal sama kaya di gambar, ya minimal ga tipis aja sih untuk harga segitu, keju nya juga ga berasa",1 hari lalu,2 bintang,"https://www.google.com/maps/place/Teras+Warmindo/@-6.9178044,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849ce61aa1a7d:0x2243b36c3df68e54!8m2!3d-6.91821!4d106.9339017!16s%2Fg%2F11l5h3qj58?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
100,-6.9182774,106.9328868,SEMPOA SIP SUKABUMI,Pusat Pendidikan,Telepon: 0816-646-494 ,"Alamat: 3WJM+M5J, Jl. Syamsudin. SH, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,Disini anak belajar asyik dan menyenangkan lho!,5 bulan lalu,5 bintang,"https://www.google.com/maps/place/SEMPOA+SIP+SUKABUMI/@-6.9178044,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684994678441e5:0x44346d35f906fe28!8m2!3d-6.9182774!4d106.9328868!16s%2Fg%2F11vkjtg33j?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
101,-6.9182906,106.9330025,The Bellas,Toko Kosmetik,Telepon: 0858-8040-4402 ,"Alamat: 3WJM+M6J, Jl. Syamsudin. SH, Gunungparang, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Didepan sini ada kedai selamat pagi yang pelayanannya jelek banget, saya nunggu makanan sampai satu jam dan tidak ada penjelasan kenapa makanannya lama, sedangkan saya liat yang datang setelah saya sudah pulang duluan. Setelah saya bawa makanan ke rumah ternyata makanannya kurang. 👎 …",sebulan lalu,1 bintang,"https://www.google.com/maps/place/The+Bellas/@-6.9178044,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849a8e2c45f95:0x48654c77d09986d7!8m2!3d-6.9182906!4d106.9330025!16s%2Fg%2F11pqcfm2c6?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
102,-6.918307,106.9342525,Kantor BKPSDM Kota Sukabumi,Kantor Pemerintahan Wilayah,Telepon: (0266) 214456 ,"Alamat: Jl. Syamsudin. SH No.43, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: kotasukabumi.id ,,11 bulan lalu,4 bintang,"https://www.google.com/maps/place/Kantor+BKPSDM+Kota+Sukabumi/@-6.9178044,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848368a6c2607:0x40d9e626d4658d54!8m2!3d-6.918307!4d106.9342525!16s%2Fg%2F11c7szwpvw?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
103,-6.918318,106.9334966,Badan Kepegawaian dan Sumber Daya Manusia (BKSDM) Kota Sukabumi,Kantor Pemerintah,,"Alamat: 3WJM+M9H, Jl. Syamsudin. SH, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 tahun lalu,4 bintang,"https://www.google.com/maps/place/Badan+Kepegawaian+dan+Sumber+Daya+Manusia+(BKSDM)+Kota+Sukabumi/@-6.9178044,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68483666498b2b:0xcb12b61a139420f5!8m2!3d-6.918318!4d106.9334966!16s%2Fg%2F11fy4dvp49?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
104,-6.9183646,106.9339808,Warung Nasi Dpr,Warung nasi,,"Alamat: Jl. Syamsudin. SH No.41, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,4 tahun lalu,2 bintang,"https://www.google.com/maps/place/Warung+Nasi+Dpr/@-6.9178044,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684836697a3491:0xc62ec88c6cfdf35a!8m2!3d-6.9183646!4d106.9339808!16s%2Fg%2F11fn7_dqwj?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
105,-6.9160901,106.9335194,Kost Uni Yeni,Hostel,Telepon: 0813-1145-1605 ,"Alamat: 3WMM+HC6, Jl. Rumah Sakit Belakang, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kost+Uni+Yeni/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849002046891b:0xbe53136f84a93e02!8m2!3d-6.9160901!4d106.9335194!16s%2Fg%2F11y777h6zn?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
106,-6.9161383,106.9322366,Araluz Sukabumi - Oleh-Oleh Sukabumi,Toko Kaos,Telepon: 0815-7229-9225 ,"Alamat: Ruko Surkenz, Jl. Surya Kencana No.58D, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",,,,,"https://www.google.com/maps/place/Araluz+Sukabumi+-+Oleh-Oleh+Sukabumi/@-6.9161383,106.9319148,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849a7877dda7f:0x5223d53e4b14b145!8m2!3d-6.9161383!4d106.9322366!16s%2Fg%2F11h2cf7tzp?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
107,-6.9161512,106.9346971,Instalasi Bedah Sentral,Departemen Rumah Sakit,Telepon: (0266) 228150 ,"Alamat: Jl. Rumah Sakit No.1, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,Nyari unit ini kalau gak terbiasa bisa nyasar nyasar saking luasnya komplek rumah sakit R syamsudini alias bunut ini. Jadi pastikan ya sebelum nyasar tanya tanya saja dulu. Tipe rumah sakit di sini horizontal bukan vertikal dan banyak ruang …,9 bulan lalu,4 bintang,"https://www.google.com/maps/place/Instalasi+Bedah+Sentral/@-6.9161513,106.9343754,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849049e5c9343:0x2aeedf1850d0735d!8m2!3d-6.9161512!4d106.9346971!16s%2Fg%2F11h5s1spmp?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
108,-6.9161949,106.9325596,Ladaland Sukabumi,Restoran,Telepon: 0856-5961-7597 ,"Alamat: Jl. Cikole Dalam No.6, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Terimakasih kaka atas kunjungan dan komentarnya, kami tunggu kembali!🤗🙏🏻 …",53 menit lalu,5 bintang,"https://www.google.com/maps/place/Ladaland+Sukabumi/@-6.9161976,106.932237,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849f8db13cdc7:0xd401bf92bff57da6!8m2!3d-6.9161949!4d106.9325596!16s%2Fg%2F11swz6js_c?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
109,-6.9162409,106.9333891,MELLY TAILOR,Penjahit,Telepon: 0815-6334-4773 ,"Alamat: 3WMM+G92, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,setahun lalu,5 bintang,"https://www.google.com/maps/place/MELLY+TAILOR/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684835c93eb6b5:0x2ee31e3b7862985d!8m2!3d-6.9162409!4d106.9333891!16s%2Fg%2F11g8vph6v8?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
110,-6.9164034,106.9329245,Kim Mie kitchen,Restoran Asia,Telepon: 0857-9544-0300 ,"Alamat: Jl. Cikole Dalam No.3, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 bulan lalu,5 bintang,"https://www.google.com/maps/place/Kim+Mie+kitchen/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684975b32ce5d7:0x94cc16d45711df16!8m2!3d-6.9164034!4d106.9329245!16s%2Fg%2F11nylmt4mg?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
111,-6.916517,106.9329431,Kemon Education,Sekolah,Telepon: 0813-1610-4007 ,"Alamat: Jl. Cikole Dalam No.5, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kemon+Education/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848342a6b72db:0x2c6e05eba791e2!8m2!3d-6.916517!4d106.9329431!16s%2Fg%2F11c498kqw2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
112,-6.9165853,106.9331074,Anandita Fruity Salad,Kedai Salad,,"Alamat: Jl. Cikole Dalam No.10, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,Enak n murah,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Anandita+Fruity+Salad/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849c1238a405f:0x885413451875abf4!8m2!3d-6.9165853!4d106.9331074!16s%2Fg%2F11fmrk1lrw?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
113,-6.9165823,106.9331573,Rumah Kost Ibu Neni,Hotel,Telepon: 0819-4111-123 ,"Alamat: Jl. Cikole Dalam No.10, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,setahun lalu,5 bintang,"https://www.google.com/maps/place/Rumah+Kost+Ibu+Neni/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849eab223f753:0x572d0958f226f93b!8m2!3d-6.9165823!4d106.9331573!16s%2Fg%2F11fn0tk087?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
114,-6.9166139,106.9335506,Hafidz Juice,Kafe,Telepon: 0857-2369-0001 ,"Alamat: 3WMM+9C3, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/Hafidz+Juice/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68499e98a841a7:0xd04f55e03d726632!8m2!3d-6.9166139!4d106.9335506!16s%2Fg%2F11g0zw_dvl?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
115,-6.916653,106.9334681,Kost Rumah Sugema,Hotel,Telepon: 0857-9710-8098 ,"Alamat: 3WMM+89P, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Saat cari tempat kost, kutemukan tempat kost untuk putriku yg baru masuk kerja yg tidak jauh dari Rumah Sakit di Sukabumi",setahun lalu,5 bintang,"https://www.google.com/maps/place/Kost+Rumah+Sugema/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849c2cd420a55:0x1d1272343e2f97c9!8m2!3d-6.916653!4d106.9334681!16s%2Fg%2F11h3_d_x76?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
116,-6.9167261,106.933912,Vienna Mhb Mart,Koperasi,,"Alamat: 3WMM+8H3, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,6 tahun lalu,3 bintang,"https://www.google.com/maps/place/Vienna+Mhb+Mart/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68494e0a5ac40d:0xa6c9601dc6bf1d43!8m2!3d-6.9167261!4d106.933912!16s%2Fg%2F11f6jjvv8k?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
117,-6.9167907,106.9326181,Ratna's Salon,Salon Kecantikan,Telepon: 0818-485-140 ,"Alamat: Perum Prana Estate Blok B4 No. 12A, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Ratna's+Salon/@-6.9167907,106.9322963,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849b32165595f:0xc6fac637b78d3a5!8m2!3d-6.9167907!4d106.9326181!16s%2Fg%2F11j6lbjq_j?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
118,-6.91677,106.93306,HERRY HERMAWAN,Inspektur Tempat Tinggal,,"Alamat: 3WMM+76V, Jl. Rumah Sakit Belakang, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/HERRY+HERMAWAN/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68490d4257774b:0x46fe66939369b100!8m2!3d-6.91677!4d106.93306!16s%2Fg%2F11q1klv8yn?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
119,-6.916876,106.9329029,Konveksi Seragam Kerja Kantor Sekolah,Toko Pakaian Seragam,,"Alamat: 3WMM+65R, Jl. Cikole Dalam, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Konveksi+Seragam+Kerja+Kantor+Sekolah/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849d79ac057a3:0x886bfd7642f2330a!8m2!3d-6.916876!4d106.9329029!16s%2Fg%2F11p1712hz0?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
120,-6.9169388,106.9339959,Paviliun Anyelir,Rumah Sakit,,"Alamat: 3WMM+6HH, Cikole, Kec. Cikole, Kabupaten Sukabumi, Jawa Barat 43113 ",,,7 bulan lalu,5 bintang,"https://www.google.com/maps/place/Paviliun+Anyelir/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684835dd85e23f:0x6c0a9de6dcfd2d22!8m2!3d-6.9169388!4d106.9339959!16s%2Fg%2F11fyxdbg4k?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
121,-6.9169571,106.9343593,Masjid Terdekat RS,Tempat Ibadah,,"Alamat: 3WMM+6P9, Sukabumi, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,2 bulan lalu,5 bintang,"https://www.google.com/maps/place/Masjid+Terdekat+RS/@-6.9166128,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68495f72136139:0x9c6affb6b0027eaf!8m2!3d-6.9169571!4d106.9343593!16s%2Fg%2F11sz1819r3?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
122,-6.9171883,106.9325459,ATM Bank BRI,ATM,Telepon: 1 500 017 ,"Alamat: 3WMM+42F, Jl. Cikole Dalam, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43111 ",Situs Web: ir-bri.com ,,4 tahun lalu,5 bintang,"https://www.google.com/maps/place/ATM+Bank+BRI/@-6.9171794,106.932187,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68483688a573ab:0xbb4b1ee38ed31760!8m2!3d-6.9171883!4d106.9325459!16s%2Fg%2F11f015zckb?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
123,-6.9149364,106.9328784,SENGKLEK Community | Jasa Transportasi,Layanan Transportasi,Telepon: 0852-8007-7791 ,"Alamat: Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: gabriellaedear.blogspot.com ,,setahun lalu,5 bintang,"https://www.google.com/maps/place/SENGKLEK+Community+%7C+Jasa+Transportasi/@-6.9154211,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849ae92a50847:0x38f207b17bad6cb4!8m2!3d-6.9149364!4d106.9328784!16s%2Fg%2F11p0gjkl4s?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
124,-6.9154743,106.9326642,Simi Fit Studio,Studio Pilates,Telepon: 0812-2258-1199 ,"Alamat: Jl. Surya Kencana No.66, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,"Pelayanan bagus banget, worth it, tetehnya juga ramah, tempatnya nyaman, insyaallah balik lagi kalo ke sukabumi😍 …",3 bulan lalu,5 bintang,"https://www.google.com/maps/place/Simi+Fit+Studio/@-6.9154743,106.9323423,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849b2590c11b3:0x423eb76a86b02361!8m2!3d-6.9154743!4d106.9326642!16s%2Fg%2F11pr7jpthh?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
125,-6.9155843,106.9340509,Kantor,Kantor Pemerintah,,"Alamat: Jl. Cikole Dalam No.10, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Kantor/@-6.9154211,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849ea06023c2b:0x76024e7b7ceb1fb9!8m2!3d-6.9155843!4d106.9340509!16s%2Fg%2F11tnh17pcw?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
126,-6.9156839,106.9322649,zack & ziv (japanese souffle pancake),Toko Roti,,"Alamat: Jl. Surya Kencana, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,"Tempat ini itu ada di pinggir jalan di seberang
Kafe pokoknya tempatnya itu ke pinggir jalan terus parkir motor dan parkir mobil bisa di pinggir terus kalau mau pesan ini itu kalau bisa ditinggalin aja atau …",11 bulan lalu,5 bintang,"https://www.google.com/maps/place/zack+%26+ziv+(japanese+souffle+pancake)/@-6.915684,106.931943,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849d54c254305:0x87f5b16eb867df5a!8m2!3d-6.9156839!4d106.9322649!16s%2Fg%2F11vjdq7dgm?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
127,-6.915686,106.9330137,aultras 33,Kantor Perusahaan,Telepon: 0851-7328-1933 ,"Alamat: Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,3 tahun lalu,5 bintang,"https://www.google.com/maps/place/aultras+33/@-6.9154211,106.9333342,20z/data=!4m6!3m5!1s0x2e684984a5d73939:0x540239fac089043f!8m2!3d-6.915686!4d106.9330137!16s%2Fg%2F11g22zlh6z?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
128,-6.9156765,106.9341451,Lobby Gedung Anyelir,Rumah Sakit,,"Alamat: Jl. Cikole Dalam No.10, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Lobby+Gedung+Anyelir/@-6.9154211,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684995119b70e7:0x99d38cfb5834c6ce!8m2!3d-6.9156765!4d106.9341451!16s%2Fg%2F11h_fs3d79?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
129,-6.9157449,106.9325592,Bakmi dan Bakso Kentjana,Restoran Indonesia,,"Alamat: Jl. Surya Kencana No.62, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,4 bulan lalu,5 bintang,"https://www.google.com/maps/place/Bakmi+dan+Bakso+Kentjana/@-6.9157449,106.9322373,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849000be2dbd5:0x2a59749091434cbe!8m2!3d-6.9157449!4d106.9325592!16s%2Fg%2F11ldw1fb1y?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
130,-6.9158611,106.9323895,Rumah Makan BUNDA,Restoran Padang,Telepon: (0266) 6249070 ,"Alamat: Jl. Surya Kencana No.62, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,Kalau makanan ga ada jangan d hidupin d grabfood nyah.. Jadi driver yg rugi d cancel sama driver jadi anyep,2 hari lalu,1 bintang,"https://www.google.com/maps/place/Rumah+Makan+BUNDA/@-6.9158055,106.9320868,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848344ef6a8e3:0x6f1e6845aedc5196!8m2!3d-6.9158611!4d106.9323895!16s%2Fg%2F11gcqwhv7_?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
131,-6.9159007,106.9331459,Ustad Suryadin,Masjid,,"Alamat: Jl. Cikole Dalam No.05, RT.02/RW.07, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Ustad+Suryadin/@-6.9154211,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849334cac1185:0x95e3b7705190bea9!8m2!3d-6.9159007!4d106.9331459!16s%2Fg%2F11t3gygwjc?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
132,-6.9137758,106.9336311,Anugrah Hotel Sukabumi,,Telepon: (0266) 6245000 ,"Alamat: Jl. Surya Kencana No.82, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: anugrahhotel.com ,,,,"https://www.google.com/maps/place/Anugrah+Hotel+Sukabumi/@-6.9142295,106.9333342,132m/data=!3m1!1e3!4m9!3m8!1s0x2e6848351bc01247:0x8d77f80662167ae4!5m2!4m1!1i2!8m2!3d-6.9137758!4d106.9336311!16s%2Fg%2F1pzppcfm2?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
133,-6.9138936,106.9336072,Praline Sukabumi,Restoran,Telepon: 0811-8957-881 ,"Alamat: Jl. Surya Kencana No.82, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,"Tim saya dari Sukabumi mempunyai meja untuk tujuh orang, dan pelayannya tidak dapat menangani pesanan, dia melakukan banyak kesalahan, dan layanan dari dapur adalah yang paling lambat yang pernah saya lihat di sebuah restoran. Kami memesan …",3 minggu lalu,3 bintang,"https://www.google.com/maps/place/Praline+Sukabumi/@-6.9142295,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e68483567c113a7:0xedd710740d6b681f!8m2!3d-6.9138936!4d106.9336072!16s%2Fg%2F11clzhb15d?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
134,-6.9139343,106.9334986,Soto Bening Odeon Sukabumi,Restoran soto,Telepon: 0816-4641-233 ,"Alamat: Jl. Surya Kencana No.82-74, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: facebook.com ,,2 tahun lalu,4 bintang,"https://www.google.com/maps/place/Soto+Bening+Odeon+Sukabumi/@-6.9142295,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849f11efef3d5:0x5b65be001b6be015!8m2!3d-6.9139343!4d106.9334986!16s%2Fg%2F11fl40y04k?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
135,-6.9140731,106.9342247,Amalia Brownies Bika Ambon Lapis Pisang Sukabumi,Toko Kue,Telepon: 0857-5946-4004 ,"Alamat: Jalan Rs.Bunut No.1b, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,setahun lalu,5 bintang,"https://www.google.com/maps/place/Amalia+Brownies+Bika+Ambon+Lapis+Pisang+Sukabumi/@-6.9142295,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6848350ce234f5:0x5ae562b64d3f1cce!8m2!3d-6.9140731!4d106.9342247!16s%2Fg%2F11cnc_1l_k?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
136,-6.9141509,106.9334818,"Pemerintah Kota Sukabumi Dinas Koperasi, Usaha Kecil Dan Menengah Perdagangan Dan Perindustrian",Kantor Pemerintah,Telepon: (0266) 222407 ,"Alamat: Jl. Surya Kencana No.78, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43115 ",,,4 tahun lalu,5 bintang,"https://www.google.com/maps/place/Pemerintah+Kota+Sukabumi+Dinas+Koperasi,+Usaha+Kecil+Dan+Menengah+Perdagangan+Dan+Perindustrian/@-6.9142295,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684835051c1c5d:0xd1c2f28063401332!8m2!3d-6.9141509!4d106.9334818!16s%2Fg%2F11fz9wsf53?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
137,-6.9141301,106.9335979,Dinas Kumindag,Kantor Pemerintah,,"Alamat: 3WPM+8CX Hotel Anugrah, Jl. Selabintana, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Dinas+Kumindag/@-6.9142295,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849f54a429225:0xac96c1fa3cd47ea1!8m2!3d-6.9141301!4d106.9335979!16s%2Fg%2F11lrk6kl61?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
138,-6.9144302,106.933218,Bunut family brother,Layanan Transportasi,,"Alamat: warung mang ujang, Jl. Rumah Sakit, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,,setahun lalu,5 bintang,"https://www.google.com/maps/place/Bunut+family+brother/@-6.9142295,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849bb289dcf91:0x2835fc3ffa368ec4!8m2!3d-6.9144302!4d106.933218!16s%2Fg%2F11k39g1mzg?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
139,-6.9145189,106.9340084,Earth Coco Indonesia,Balai masyarakat,Telepon: 0821-1104-6216 ,"Alamat: 3WPM+5JR, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43122 ",,,,,"https://www.google.com/maps/place/Earth+Coco+Indonesia/@-6.9142295,106.9333342,132m/data=!3m1!1e3!4m6!3m5!1s0x2e6849a7d9c953c5:0x60149a4f1c910676!8m2!3d-6.9145189!4d106.9340084!16s%2Fg%2F11sgr8rv6w?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
140,-6.9145315,106.9346537,RM Ayam Bunut,Restoran Indonesia,Telepon: (0266) 6229881 ,"Alamat: Jl. Rumah Sakit No.8-1, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: ayambunut.com ,,4 hari lalu,5 bintang,"https://www.google.com/maps/place/RM+Ayam+Bunut/@-6.91454,106.9343305,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684965c585c529:0x7c6b67c366b1e67e!8m2!3d-6.9145315!4d106.9346537!16s%2Fg%2F11fnvwpwb1?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D",True
