,text,scores,boxes,centroid,source,latitude,longitude,nama,kategori,telp,alamat,website,last_review,date_last_review,last_review_rating,link
110,o mall,0.9441080689430237,"[[1377.0, 405.0], [1435.0, 400.0], [1437.0, 422.0], [1379.0, 427.0]]",POINT (1407 413.5),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",,,,,,,,,,,
111,fitline fitness centre o,0.9808627963066101,"[[336.0, 443.0], [502.0, 443.0], [502.0, 468.0], [336.0, 468.0]]",POINT (419 455.5),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9166443,106.930141,Fitline Fitness Centre,Tempat Fitness,Telepon: 0858-6086-2955 ,"Alamat: Jl. Surya Kencana No.36A, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,Gym yg nyaman,23 jam lalu,5 bintang,"https://www.google.com/maps/place/Fitline+Fitness+Centre/@-6.9166442,106.9298193,20z/data=!4m6!3m5!1s0x2e684939aeee7e7d:0x7d9eef9d6c5c4605!8m2!3d-6.9166443!4d106.930141!16s%2Fg%2F11wh_7kcmr?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
112,o kopi dermawan,0.9622605443000793,"[[1354.0, 446.0], [1484.0, 446.0], [1484.0, 468.0], [1354.0, 468.0]]",POINT (1419 457),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9166462,106.9313158,Kopi Dermawan,Kafe,Telepon: 0818-850-031 ,"Alamat: Jl. Surya Kencana No.52, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: l.instagram.com ,"hmmmmmm.. jadi gini..aku pesen cappucino, tp gk expect bakal sepait ituuu wkwkw, kalo boleh jujur paitnya masih berasa di lidahhh tp pelayanannya mantepppp minta gula di kasih walaupun kek cuma air gulaaaa. tetehnya juga baikk, tp datengnya …",seminggu lalu,4 bintang,"https://www.google.com/maps/place/Kopi+Dermawan/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e684912f0c2a6fd:0x88ab2e8dcb787bcb!8m2!3d-6.9166462!4d106.9313158!16s%2Fg%2F11j2xg8tqp?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
113,o smp yb,0.9685689210891724,"[[906.0, 460.0], [984.0, 460.0], [984.0, 482.0], [906.0, 482.0]]",POINT (945 471),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9166639,106.9307159,Smp yb,Sekolah,,"Alamat: 3WMJ+87P, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,3 bulan lalu,5 bintang,"https://www.google.com/maps/place/Smp+yb/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e684936f8ea20b1:0x900d2f57538196ea!8m2!3d-6.9166639!4d106.9307159!16s%2Fg%2F11hdw6df0b?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
114,ive hub q,0.9235790967941284,"[[72.0, 481.0], [151.0, 476.0], [152.0, 498.0], [73.0, 503.0]]",POINT (112 489.5),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9166888,106.9296707,Sukabumi Creative Hub,Kantor Pemerintahan Regional,Telepon: 0815-9357-991 ,"Alamat: 3WMH+8VF, Jl. Kenari, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,,,"https://www.google.com/maps/place/Sukabumi+Creative+Hub/@-6.9166888,106.9293489,20z/data=!4m6!3m5!1s0x2e6849383bb559c1:0x4fd84aab27b2e44b!8m2!3d-6.9166888!4d106.9296707!16s%2Fg%2F11flc4sj_n?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
115,gkp jemaat sukabumi,0.9865306615829468,"[[600.0, 514.0], [772.0, 514.0], [772.0, 540.0], [600.0, 540.0]]",POINT (686 527),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9167384,106.9305013,GKP Jemaat Sukabumi,Gereja,Telepon: (0266) 229582 ,"Alamat: Jl. Surya Kencana No.41, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: gkp.or.id ,DI SANA,4 bulan lalu,2 bintang,"https://www.google.com/maps/place/GKP+Jemaat+Sukabumi/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e684834094a620b:0x638aa43ab5746b45!8m2!3d-6.9167384!4d106.9305013!16s%2Fg%2F11bwmtp_k6?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
116,apotek surya kencana,0.9621249437332153,"[[1176.0, 516.0], [1348.0, 516.0], [1348.0, 542.0], [1176.0, 542.0]]",POINT (1262 529),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9167877,106.9310484,Apotek Surya Kencana,Apotek,Telepon: (0266) 221447 ,"Alamat: Jl. Surya Kencana No.50, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,5 hari lalu,5 bintang,"https://www.google.com/maps/place/Apotek+Surya+Kencana/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e68483419b82813:0x269846bf820dab7a!8m2!3d-6.9167877!4d106.9310484!16s%2Fg%2F1hd_2v2vm?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
117,ra/ba/ta baitul ulur,0.9517446160316467,"[[1754.0, 518.0], [1916.0, 520.0], [1916.0, 546.0], [1754.0, 544.0]]",POINT (1835 532),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9167443,106.9318475,RA/BA/TA Baitul Ulum,Kelompok Bermain,Telepon: (0266) 213719 ,"Alamat: 3WMJ+8P5, Jl. Surya Kencana Gang Cipelang I, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/RA%2FBA%2FTA+Baitul+Ulum/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e68483424bc5d51:0x9aee074b9a128ddd!8m2!3d-6.9167443!4d106.9318475!16s%2Fg%2F11bc7s7q7h?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
118,gerai im3 sukabumi o,0.9716415405273438,"[[396.0, 552.0], [562.0, 548.0], [562.0, 576.0], [396.0, 580.0]]",POINT (479 564),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9167654,106.9302109,Gerai IM3 Sukabumi,Penyedia Layanan Telekomunikasi,Telepon: 0856-2403-4824 ,"Alamat: Jl. Surya Kencana No.36, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: im3.id ,"Hai Bapak Reza

Terima kasih atas penilaian dan ulasan yang diberikan akan pengalaman Anda … Lainnya",1 hari lalu,5 bintang,"https://www.google.com/maps/place/Gerai+IM3+Sukabumi/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e68372400000001:0xa4e03b2610230715!8m2!3d-6.9167654!4d106.9302109!16s%2Fg%2F12qhbxv67?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
119,o kopitiam sukabumi,0.9517480134963989,"[[1146.0, 562.0], [1302.0, 562.0], [1302.0, 590.0], [1146.0, 590.0]]",POINT (1224 576),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9167923,106.9310169,Kopitiam Sukabumi,Kedai Kopi,,"Alamat: Jalan Surya Kencana, Selabatu, Cikole, Jl. Surya Kencana No.50, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,Mantap,5 hari lalu,5 bintang,"https://www.google.com/maps/place/Kopitiam+Sukabumi/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e6848341a203c7b:0xc4b3d488bcb4cc35!8m2!3d-6.9167923!4d106.9310169!16s%2Fg%2F11c5x35tr_?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
120,milrumna kraif,0.565898597240448,"[[104.0, 586.0], [256.0, 586.0], [256.0, 622.0], [104.0, 622.0]]",POINT (180 604),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.916838,106.92981,Rumah Kreatif Milenial / SCH HQ,Sekolah komunitas,Telepon: 0821-2604-9887 ,"Alamat: Jl. Cipelang Leutik No.217, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,,,"https://www.google.com/maps/place/Rumah+Kreatif+Milenial+%2F+SCH+HQ/@-6.9168379,106.9294881,20z/data=!4m6!3m5!1s0x2e68495c807125db:0xde46a5477076a27c!8m2!3d-6.916838!4d106.92981!16s%2Fg%2F11k18cfh7m?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
121,warkop sari rasa w,0.9699211120605469,"[[768.0, 660.0], [908.0, 660.0], [908.0, 682.0], [768.0, 682.0]]",POINT (838 671),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9169504,106.9307038,Warkop Sari Rasa,Toko Makanan,Telepon: 0899-7584-809 ,"Alamat: Jl. Surya Kencana No.42, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,"Warung legend sih ini,,sering mampir kalo pulang jualan tengah malam buat isi perut,sudah ada sejak lama,, dulu tinggal di Smi 2000 sampai 2004,,",3 minggu lalu,4 bintang,"https://www.google.com/maps/place/Warkop+Sari+Rasa/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e6848341b336dc7:0x6fea84ad68d8f660!8m2!3d-6.9169504!4d106.9307038!16s%2Fg%2F11bz_1z3bh?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
122,jarian,0.9987988471984863,"[[74.0, 676.0], [112.0, 676.0], [112.0, 692.0], [74.0, 692.0]]",POINT (93 684),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9169472,106.9294649,Kedai Kopi Jarian,Kedai Kopi,Telepon: 0852-1714-2593 ,"Alamat: Jl. Cipelang Leutik No.11-127, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: instagram.com ,"Kopinya mantap, bapaknya jga ramah. Sehat terus buat bapaknya",4 bulan lalu,5 bintang,"https://www.google.com/maps/place/Kedai+Kopi+Jarian/@-6.9169471,106.9291431,20z/data=!4m6!3m5!1s0x2e6849e5b6b9898d:0x81176234d53be1e5!8m2!3d-6.9169472!4d106.9294649!16s%2Fg%2F11g22_xftn?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
123,photoc,0.8837007880210876,"[[1065.0, 677.0], [1157.0, 682.0], [1155.0, 708.0], [1063.0, 703.0]]",POINT (1110 692.5),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9169479,106.9309434,NIRWANA PHOTOCOPY SUKABUMI,Toko Fotokopi,Telepon: 0812-8755-6677 ,"Alamat: 3WMJ+69G, Jl. Dewi Sartika, Cikole, Kab. Sukabumi, Kota Sukabumi, Jawa Barat 43113 ",,Kak mau tanya ada hard cover yang warna merah maroon gak?,3 bulan lalu,5 bintang,"https://www.google.com/maps/place/NIRWANA+PHOTOCOPY+SUKABUMI/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e6848341ba4a289:0x8270ee7b98eff4e2!8m2!3d-6.9169479!4d106.9309434!16s%2Fg%2F11g9q39mhz?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
124,kaos pakaian kerja,0.9931369423866272,"[[1338.0, 688.0], [1462.0, 688.0], [1462.0, 708.0], [1338.0, 708.0]]",POINT (1400 698),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9169573,106.9312565,Konveksi Baju Kaos Pakaian Kerja,Produsen pakaian dan kain,,"Alamat: 3WMJ+6G6, Jl. Dewi Sartika, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,,,"https://www.google.com/maps/place/Konveksi+Baju+Kaos+Pakaian+Kerja/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e6849efbd9efefd:0x9838b683c4135c6d!8m2!3d-6.9169573!4d106.9312565!16s%2Fg%2F11rcbzksr5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
126,sukabumi_florist,0.971895158290863,"[[130.0, 716.0], [254.0, 716.0], [254.0, 736.0], [130.0, 736.0]]",POINT (192 726),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9170091,106.9298444,Sukabumi FLORIST,Toko Bunga,Telepon: 0852-8333-0948 ,"Alamat: Sebrang Rudy salon, Jl. Surya Kencana No.35, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,5 hari lalu,5 bintang,"https://www.google.com/maps/place/Sukabumi+FLORIST/@-6.917009,106.9295226,20z/data=!4m6!3m5!1s0x2e684974910a096f:0xb90307105284d11e!8m2!3d-6.9170091!4d106.9298444!16s%2Fg%2F11whjk3ymf?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
127,o fixapple solutions,0.9860801696777344,"[[650.0, 765.0], [796.0, 765.0], [796.0, 787.0], [650.0, 787.0]]",POINT (723 776),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9170719,106.9303722,Fixapple Solutions,Toko Perbaikan Ponsel,Telepon: 0856-0202-1202 ,"Alamat: Jl. Surya Kencana No.40, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: fixapplesolutions.com ,,sebulan lalu,5 bintang,"https://www.google.com/maps/place/Fixapple+Solutions/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e684830bc2294c5:0xe48ee38ad5021155!8m2!3d-6.9170719!4d106.9303722!16s%2Fg%2F11g9vjwdh4?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
128,sdn dewi sartika cbm,0.9941730499267578,"[[1300.0, 761.0], [1474.0, 761.0], [1474.0, 787.0], [1300.0, 787.0]]",POINT (1387 774),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9170692,106.931445,SDN Dewi Sartika CBM,Sekolah Dasar,Telepon: (0266) 7162068 ,"Alamat: Jl. Dewi Sartika No.1, Cikole, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",Situs Web: sdndewisartikacbm.blogspot.com ,,3 minggu lalu,4 bintang,"https://www.google.com/maps/place/SDN+Dewi+Sartika+CBM/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e684834185ce9cb:0xb235bac21cf85722!8m2!3d-6.9170692!4d106.931445!16s%2Fg%2F1pzqkpm2p?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
129,warung nasi bu dana,0.9708763360977173,"[[229.0, 774.0], [399.0, 765.0], [401.0, 793.0], [231.0, 802.0]]",POINT (315 783.5),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",,,,,,,,,,,
130,pisamicmontespori,0.7235760688781738,"[[1548.0, 765.0], [1712.0, 765.0], [1712.0, 801.0], [1548.0, 801.0]]",POINT (1630 783),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",,,,,,,,,,,
131,3store sukab,0.9507849812507629,"[[502.0, 789.0], [588.0, 789.0], [588.0, 811.0], [502.0, 811.0]]",POINT (545 800),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9170961,106.9303292,3Store Sukabumi,Penyedia Layanan Telekomunikasi,Telepon: 0896-4400-0123 ,"Alamat: Jl. Surya Kencana No.38, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: tri.co.id ,"Hai Kak Bobbi, Terima kasih kak atas ulasan dan penilaian yang diberikan. Senang sekali dapat membantu, semoga ke depannya pelayanan yang diberikan lebih baik lagi 🙏. Jangan lupa untuk follow juga akun twitter @3careIndonesia untuk informasi dan promo terbaru Tri Indonesia. Thanks ^Sasa …",23 jam lalu,5 bintang,"https://www.google.com/maps/place/3Store+Sukabumi/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e6849da5a20ff3d:0x323155dfc8d7cd3f!8m2!3d-6.9170961!4d106.9303292!16s%2Fg%2F11cnbl7lv5?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
134,noah's barbershop,0.9713029861450195,"[[690.0, 817.0], [818.0, 817.0], [818.0, 837.0], [690.0, 837.0]]",POINT (754 827),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.9171458,106.9304,Noah's Barbershop & Coffee Sukabumi,Tempat Cukur Rambut,Telepon: 0852-8328-7172 ,"Alamat: Jl. Surya Kencana No.40, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,"Pokok nya disini tempat yg saya percaya untuk di potong rambut , hasilnya memuaskan ☺️☺️💯 …",seminggu lalu,5 bintang,"https://www.google.com/maps/place/Noah's+Barbershop+%26+Coffee+Sukabumi/@-6.9166128,106.9307722,20z/data=!4m6!3m5!1s0x2e6849003b528451:0xe1409d53ccd991f3!8m2!3d-6.9171458!4d106.9304!16s%2Fg%2F11wm_vn5lc?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
135,& coffee sukabumi,0.9959859251976013,"[[698.0, 831.0], [818.0, 831.0], [818.0, 851.0], [698.0, 851.0]]",POINT (758 841),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",,,,,,,,,,,
136,tim penggerak pkk o,0.9662845134735107,"[[1174.0, 863.0], [1330.0, 865.0], [1330.0, 892.0], [1174.0, 891.0]]",POINT (1251.5272727272727 877.7454545454545),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",-6.917209,106.9312378,Tim Penggerak Pkk Kota Sukabumi,Asosiasi/organisasi,Telepon: (0266) 211939 ,"Alamat: Jl Perpustakaan No.mor 5, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: pkk.semarangkota.go.id ,,2 tahun lalu,5 bintang,"https://www.google.com/maps/place/Tim+Penggerak+Pkk+Kota+Sukabumi/@-6.9172154,106.9309311,20z/data=!4m6!3m5!1s0x2e6848341e54f8bf:0x59f3e288340ce3ca!8m2!3d-6.917209!4d106.9312378!16s%2Fg%2F11g9q1j20q?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
137,kencana,0.9947766065597534,"[[202.0, 874.0], [291.0, 838.0], [303.0, 866.0], [214.0, 892.0]]",POINT (255.1791373845942 866.4544577649166),"https://www.google.com/maps/@-6.9166128,106.9307722,20z?",,,,,,,,,,,
138,transportasi umum )( apotek,0.963987410068512,"[[992.0, 24.0], [1256.0, 26.0], [1256.0, 48.0], [992.0, 46.0]]",POINT (1124 36),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
139,y atm,0.8549933433532715,"[[1249.0, 21.0], [1326.0, 26.0], [1325.0, 48.0], [1248.0, 43.0]]",POINT (1287 34.5),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
140,o pinisi relaxation,0.990497887134552,"[[466.0, 70.0], [600.0, 70.0], [600.0, 92.0], [466.0, 92.0]]",POINT (533 81),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",-6.9149613,106.9301472,Pinisi Relaxation,Day Spa,Telepon: 0857-2398-8876 ,"Alamat: Jl. Kenari No.14, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",Situs Web: pinisirelaxation.com ,,3 minggu lalu,5 bintang,"https://www.google.com/maps/place/Pinisi+Relaxation/@-6.9149531,106.9298022,20z/data=!4m6!3m5!1s0x2e6848347e6fb6f3:0x474b93af3d8b91ea!8m2!3d-6.9149613!4d106.9301472!16s%2Fg%2F12hpm57wn?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
141,choma,0.9837982058525085,"[[74.0, 267.0], [132.0, 267.0], [132.0, 289.0], [74.0, 289.0]]",POINT (103 278),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
142,de'cookies,0.84500652551651,"[[886.0, 263.0], [992.0, 263.0], [992.0, 297.0], [886.0, 297.0]]",POINT (939 280),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
143,renari,0.8959785103797913,"[[720.0, 291.0], [754.0, 291.0], [754.0, 307.0], [720.0, 307.0]]",POINT (737 299),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
144,home o,0.9410440921783447,"[[880.0, 389.0], [954.0, 389.0], [954.0, 417.0], [880.0, 417.0]]",POINT (917 403),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",-6.9153558,106.9307567,Home,Gudang,,"Alamat: Jl. Kenari Kelurahan No.20, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,,,"https://www.google.com/maps/place/Home/@-6.9154211,106.9307722,20z/data=!4m6!3m5!1s0x2e6849bbc78f91ef:0xf5f043803424fdcd!8m2!3d-6.9153558!4d106.9307567!16s%2Fg%2F11sdq0lzgq?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
145,o bandrek bp sukabumi,0.984900176525116,"[[984.0, 411.0], [1156.0, 411.0], [1156.0, 437.0], [984.0, 437.0]]",POINT (1070 424),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",-6.9154187,106.9308184,Bandrek BP Sukabumi,Kafe,,"Alamat: 3WMJ+R8P, Jl. Kenari, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,seminggu lalu,5 bintang,"https://www.google.com/maps/place/Bandrek+BP+Sukabumi/@-6.9154211,106.9307722,20z/data=!4m6!3m5!1s0x2e684834494c64cb:0x1ce123ed83884f2a!8m2!3d-6.9154187!4d106.9308184!16s%2Fg%2F11dzd1dntx?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
146,o griya angela,0.9456198811531067,"[[656.0, 452.0], [780.0, 452.0], [780.0, 474.0], [656.0, 474.0]]",POINT (718 463),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
147,atan,0.9957128763198853,"[[1372.0, 506.0], [1404.0, 506.0], [1404.0, 520.0], [1372.0, 520.0]]",POINT (1388 513),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",-6.9155371,106.9311965,Balai Pengobatan Kota Sukabumi,Rumah Sakit,,"Alamat: Jl. Kenari No.3, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,2 minggu lalu,5 bintang,"https://www.google.com/maps/place/Balai+Pengobatan+Kota+Sukabumi/@-6.9154211,106.9307722,20z/data=!4m6!3m5!1s0x2e68493d3a6a2385:0xf96ac92ac98bdc3b!8m2!3d-6.9155371!4d106.9311965!16s%2Fg%2F11gmy6sncm?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
148,mushola al-karim,0.9493798613548279,"[[1522.0, 660.0], [1664.0, 660.0], [1664.0, 682.0], [1522.0, 682.0]]",POINT (1593 671),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",-6.9157392,106.9317013,Mushola Al-Karim,Tempat Ibadah,,"Alamat: Jl. Surya Kencana No.45, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43113 ",,,4 tahun lalu,4 bintang,"https://www.google.com/maps/place/Mushola+Al-Karim/@-6.9154211,106.9307722,20z/data=!4m6!3m5!1s0x2e6848344160a815:0xd83b466fb6623861!8m2!3d-6.9157392!4d106.9317013!16s%2Fg%2F11f03m75qt?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
149,husada dinas...,0.931736409664154,"[[1420.0, 723.0], [1524.0, 726.0], [1524.0, 746.0], [1420.0, 743.0]]",POINT (1472 734.5),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",-6.9158252,106.9315448,KOPERASI WARGA HUSADA DINAS KESEHATAN KOTA SUKABUMI,Koperasi Simpan Pinjam,,"Alamat: 3WMJ+MJ7, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,,,"https://www.google.com/maps/place/KOPERASI+WARGA+HUSADA+DINAS+KESEHATAN+KOTA+SUKABUMI/@-6.9154211,106.9307722,20z/data=!4m6!3m5!1s0x2e68483441be896d:0xe18d1857cd9900c6!8m2!3d-6.9158252!4d106.9315448!16s%2Fg%2F11f4lj38v_?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
150,tempat gacor,0.9454118013381958,"[[1386.0, 789.0], [1510.0, 789.0], [1510.0, 811.0], [1386.0, 811.0]]",POINT (1448 800),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",-6.9159056,106.9314867,Tempat gacor,Tempat Parkir,,"Alamat: Jl. Kenari No.2, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat 43114 ",,,,,"https://www.google.com/maps/place/Tempat+gacor/@-6.9154211,106.9307722,20z/data=!4m6!3m5!1s0x2e6849748f249c37:0x82b0d4d01c06be29!8m2!3d-6.9159056!4d106.9314867!16s%2Fg%2F11y1f7khbg?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
151,+ jbu,0.734437108039856,"[[1874.0, 785.0], [1916.0, 785.0], [1916.0, 809.0], [1874.0, 809.0]]",POINT (1895 797),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
152,pengkola,0.9494038820266724,"[[1806.0, 801.0], [1868.0, 801.0], [1868.0, 821.0], [1806.0, 821.0]]",POINT (1837 811),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
153,s,0.5749877095222473,"[[100.0, 851.0], [156.0, 851.0], [156.0, 865.0], [100.0, 865.0]]",POINT (128 858),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",,,,,,,,,,,
154,manan coffe,0.987877607345581,"[[1572.0, 845.0], [1688.0, 845.0], [1688.0, 873.0], [1572.0, 873.0]]",POINT (1630 859),"https://www.google.com/maps/@-6.9154211,106.9307722,20z?",-6.9159935,106.9317285,Manan Coffe,Kedai Kopi,,"Alamat: 3WMJ+JM5, Jl. Bhayangkara, Selabatu, Kec. Cikole, Kota Sukabumi, Jawa Barat ",,Mantab,11 bulan lalu,5 bintang,"https://www.google.com/maps/place/Manan+Coffe/@-6.9154211,106.9307722,132m/data=!3m1!1e3!4m6!3m5!1s0x2e684900676a5e21:0xec3a28d374d2996b!8m2!3d-6.9159935!4d106.9317285!16s%2Fg%2F11w4nd2917?entry=ttu&g_ep=EgoyMDI0MTExOC4wIKXMDSoASAFQAw%3D%3D"
155,stn atm,0.7068254351615906,"[[1262.0, 26.0], [1326.0, 26.0], [1326.0, 46.0], [1262.0, 46.0]]",POINT (1294 36),"https://www.google.com/maps/@-6.9201876,106.9333342,20z?",,,,,,,,,,,
